team_id,team_name,in_2015,team_seed,team_region,rd0_win,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,loss_margin,tourn_id,opp_id,owner,cost,return
221,"University at Buffalo, SUNY",1,12,Midwest,1,0,0,0,0,0,0,6,28,21,Charlie,$5.00 ,$0.00 
329,Valparaiso University,1,13,Midwest,1,0,0,0,0,0,0,3,29,20,Ducker,$5.00 ,$0.00 
146,Northeastern University,1,14,Midwest,1,0,0,0,0,0,0,4,30,19,Scott,$5.00 ,$0.00 
138,New Mexico State University,1,15,Midwest,1,0,0,0,0,0,0,19,31,18,Fish,$5.00 ,$0.00 
85,Hampton University,1,16,Midwest,1,0,0,0,0,0,0,23,32,17,Fish,$5.00 ,$0.00 
119,Manhattan College,1,16,Midwest,0,0,0,0,0,0,0,10,66,32,Fish,$0.00 ,$0.00 
57,Duke University,1,1,South,1,1,1,1,1,1,1,0,33,48,Bill,$75.00 ,$428.40 
82,Gonzaga University,1,2,South,1,1,1,1,0,0,0,14,34,47,Kirk,$60.00 ,$47.60 
98,Iowa State University,1,3,South,1,0,0,0,0,0,0,1,35,46,Diesel,$45.00 ,$0.00 
78,Georgetown University,1,4,South,1,1,0,0,0,0,0,11,36,45,Kirk,$20.00 ,$6.80 
319,University of Utah,1,5,South,1,1,1,0,0,0,0,6,37,44,Alan,$24.00 ,$20.40 
193,Southern Methodist University,1,6,South,1,0,0,0,0,0,0,1,38,43,Menyo,$9.00 ,$0.00 
253,University of Iowa,1,7,South,1,1,0,0,0,0,0,19,39,42,Colin,$9.00 ,$6.80 
181,San Diego State University,1,8,South,1,1,0,0,0,0,0,19,40,41,Jerome,$8.00 ,$6.80 
198,St. John's University,1,9,South,1,0,0,0,0,0,0,12,41,40,Charlie,$6.00 ,$0.00 
52,Davidson College,1,10,South,1,0,0,0,0,0,0,31,42,39,Conal,$5.00 ,$0.00 
232,"University of California, Los Angeles",1,11,South,1,1,1,0,0,0,0,12,43,38,Conal,$5.00 ,$20.40 
200,Stephen F. Austin State University,1,12,South,1,0,0,0,0,0,0,7,44,37,Rob,$13.00 ,$0.00 
64,Eastern Washington University,1,13,South,1,0,0,0,0,0,0,10,45,36,Ajay,$8.00 ,$0.00 
224,University of Alabama at Birmingham,1,14,South,1,1,0,0,0,0,0,17,46,35,Scott,$4.00 ,$6.80 
145,North Dakota State University,1,15,South,1,0,0,0,0,0,0,20,47,34,Marlow,$6.00 ,$0.00 
171,Robert Morris University,1,16,South,1,0,0,0,0,0,0,29,48,33,Dubina,$7.00 ,$0.00 
286,University of North Florida,1,16,South,0,0,0,0,0,0,0,4,67,48,Dubina,$0.00 ,$0.00 
324,University of Wisconsin?Madison,1,1,West,1,1,1,1,1,1,0,10,49,64,Tommy,$75.00 ,$210.80 
225,University of Arizona,1,2,West,1,1,1,1,0,0,0,7,50,63,Alan,$88.00 ,$47.60 
12,Baylor University,1,3,West,1,0,0,0,0,0,0,1,51,62,Ducker,$25.00 ,$0.00 
281,University of North Carolina at Chapel Hill,1,4,West,1,1,1,0,0,0,0,7,52,61,Chad,$25.00 ,$20.40 
226,University of Arkansas,1,5,West,1,1,0,0,0,0,0,9,53,60,Scott,$16.00 ,$6.80 
348,Xavier University,1,6,West,1,1,1,0,0,0,0,8,54,59,Tommy,$12.00 ,$20.40 
332,Virginia Commonwealth University,1,7,West,1,0,0,0,0,0,0,3,55,58,Bill,$10.00 ,$0.00 
292,University of Oregon,1,8,West,1,1,0,0,0,0,0,7,56,57,Ajay,$9.00 ,$6.80 
155,Oklahoma State University?Stillwater,1,9,West,1,0,0,0,0,0,0,6,57,56,Rob,$10.00 ,$0.00 
153,Ohio State University,1,10,West,1,1,0,0,0,0,0,15,58,55,Ajay,$13.00 ,$6.80 
21,Brigham Young University,1,11,West,0,0,0,0,0,0,0,4,68,59,Colin,$0.00 ,$0.00 
269,University of Mississippi,1,11,West,1,0,0,0,0,0,0,19,59,54,Colin,$7.00 ,$0.00 
346,Wofford College,1,12,West,1,0,0,0,0,0,0,3,60,53,Ajay,$6.00 ,$0.00 
86,Harvard University,1,13,West,1,0,0,0,0,0,0,2,61,52,Charlie,$5.00 ,$0.00 
81,Georgia State University,1,14,West,1,1,0,0,0,0,0,8,62,51,Conal,$6.00 ,$6.80 
210,Texas Southern University,1,15,West,1,0,0,0,0,0,0,21,63,50,Fish,$4.00 ,$0.00 
41,Coastal Carolina University,1,16,West,1,0,0,0,0,0,0,14,64,49,Dubina,$8.00 ,$0.00 
